pack_code,pack_name,type_code,type_name,subtype_code,subtype_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,text/0,real_text,quantity,health_per_investigator,deck_limit,real_slot,traits,real_traits,is_unique,hidden,permanent,double_sided,url,subname,skill_willpower,skill_intellect,skill_combat,skill_agility,health,sanity,deck_requirements/size,deck_requirements/card/01006/90030,deck_requirements/card/01006/98005,deck_requirements/card/01006/01006,deck_requirements/card/01007/90031,deck_requirements/card/01007/98006,deck_requirements/card/01007/01007,deck_requirements/random/0/target,deck_requirements/random/0/value,deck_options/0/faction/0,deck_options/0/faction/1,deck_options/0/level/min,deck_options/0/level/max,deck_options/1/faction/0,deck_options/1/level/min,deck_options/1/level/max,flavor,illustrator,back_text,back_flavor,octgn_id,imagesrc,backimagesrc,deck_requirements/card/01008/90002,deck_requirements/card/01008/01008,deck_requirements/card/01009/90003,deck_requirements/card/01009/01009,deck_requirements/card/01010/90009,deck_requirements/card/01010/01010,deck_requirements/card/01011/90010,deck_requirements/card/01011/01011,deck_requirements/card/01012/90018,deck_requirements/card/01012/01012,deck_requirements/card/01013/90019,deck_requirements/card/01013/01013,deck_requirements/card/01014/01014,deck_requirements/card/01015/01015,cost,skill_wild,slot/0,restrictions/investigator/01001,restrictions/investigator/01002,restrictions/investigator/01003,restrictions/investigator/01004,restrictions/investigator/01005,xp,duplicated_by/0,duplicated_by/1,enemy_damage,enemy_horror,enemy_fight,enemy_evade,duplicate_of_code,duplicate_of_name,deck_requirements/card/02006/02006,deck_requirements/card/02007/02007,deck_options/1/limit,deck_options/1/error,deck_requirements/card/02008/02008,deck_requirements/card/02009/02009,deck_options/0/not,deck_options/0/trait/0,deck_options/1/faction/1,deck_options/2/level/min,deck_options/2/level/max,deck_options/2/limit,deck_options/2/error,deck_requirements/card/02010/98002,deck_requirements/card/02010/02010,deck_requirements/card/02011/98003,deck_requirements/card/02011/02011,deck_requirements/card/02012/02012,deck_requirements/card/02013/02013,deck_requirements/card/02014/02014,deck_requirements/card/02015/02015,restrictions/investigator/02001,restrictions/investigator/02002,restrictions/investigator/02003,restrictions/investigator/02004,restrictions/investigator/02005,victory,exile,deck_requirements/card/03007/03007,deck_requirements/card/03008/03008,deck_requirements/card/03009/03009,deck_options/1/trait/0,deck_requirements/card/03010/03010,deck_requirements/card/03011/03011,deck_requirements/card/03012/03012,deck_requirements/card/03013/03013,deck_requirements/card/03014/03014,deck_requirements/card/03015/03015,deck_options/1/uses/0,deck_options/1/uses/1,deck_options/2/trait/0,deck_requirements/card/03016/03016,deck_requirements/card/03017/03017,deck_requirements/card/03018/03018,deck_requirements/card/03019/03019,deck_options/0/faction/2,deck_options/0/faction/3,deck_options/0/faction/4,deck_options/0/atleast/factions,deck_options/0/atleast/min,deck_options/0/error,restrictions/investigator/03001,linked_to_code,linked_to_name,linked_card/pack_code,linked_card/pack_name,linked_card/type_code,linked_card/type_name,linked_card/subtype_code,linked_card/subtype_name,linked_card/faction_code,linked_card/faction_name,linked_card/id,linked_card/position,linked_card/exceptional,linked_card/myriad,linked_card/encounter_position,linked_card/code,linked_card/name,linked_card/real_name,linked_card/subname,linked_card/bonded_to,linked_card/bonded_count,linked_card/cost,linked_card/text/0,linked_card/real_text,linked_card/quantity,linked_card/skill_willpower,linked_card/skill_intellect,linked_card/skill_combat,linked_card/skill_agility,linked_card/skill_wild,linked_card/xp,linked_card/shroud,linked_card/clues,linked_card/clues_fixed,linked_card/doom,linked_card/health,linked_card/health_per_investigator,linked_card/sanity,linked_card/enemy_damage,linked_card/enemy_horror,linked_card/enemy_fight,linked_card/enemy_evade,linked_card/victory,linked_card/vengeance,linked_card/deck_limit,linked_card/slot/0,linked_card/real_slot,linked_card/stage,linked_card/traits,linked_card/real_traits,linked_card/deck_requirements,linked_card/deck_options/0,linked_card/restrictions,linked_card/flavor,linked_card/illustrator,linked_card/is_unique,linked_card/exile,linked_card/hidden,linked_card/permanent,linked_card/double_sided,linked_card/back_text,linked_card/back_flavor,linked_card/back_name,linked_card/octgn_id,linked_card/url,linked_card/imagesrc,restrictions/investigator/03002,restrictions/investigator/03003,restrictions/investigator/03004,restrictions/investigator/03005,restrictions/investigator/03006,linked_card/encounter_code,linked_card/encounter_name,linked_card/spoiler,deck_requirements/card/04006/04006,deck_requirements/card/04007/04007,deck_requirements/card/04008/04008,deck_requirements/card/04009/04009,deck_requirements/card/04010/04010,deck_requirements/card/04011/04011,deck_requirements/card/04012/04012,deck_options/2/faction/0,deck_options/3/faction/0,deck_options/3/faction/1,deck_options/3/level/min,deck_options/3/level/max,deck_options/3/limit,deck_requirements/card/04013/04013,deck_requirements/card/04014/04014,deck_requirements/card/04015/04015,deck_requirements/card/04016/04016,restrictions/investigator/04001,restrictions/investigator/04002,restrictions/investigator/04003,restrictions/investigator/04004,restrictions/investigator/04005,deck_requirements/card/05007/98011,deck_requirements/card/05007/05007,deck_requirements/card/05008/98012,deck_requirements/card/05008/05008,deck_options/3/text/0,deck_options/4/faction/0,deck_options/4/faction/1,deck_options/4/level/min,deck_options/4/level/max,deck_options/4/limit,deck_options/4/error,deck_requirements/card/05009/05009,deck_requirements/card/05010/05010,deck_requirements/card/05011/05011,deck_requirements/card/05012/05012,deck_requirements/card/05013/05013,deck_requirements/card/05014/05014,deck_requirements/card/05015/05015,deck_requirements/card/05016/05016,deck_requirements/card/05017/05017,deck_requirements/card/05018/05018,deck_requirements/card/05019/05019,deck_options/3/trait/0,restrictions/investigator/98010,restrictions/investigator/05001,restrictions/investigator/05002,restrictions/investigator/05003,restrictions/investigator/05004,restrictions/investigator/05005,restrictions/investigator/05006,faction2_code,faction2_name,bonded_cards/0/count,bonded_cards/0/code,bonded_to,bonded_count,deck_requirements/card/06006/06006,deck_requirements/card/06007/06007,deck_requirements/card/06008/06008,deck_requirements/card/06009/06009,deck_options/0/name,deck_options/0/deck_size_select/0,deck_options/0/deck_size_select/1,deck_options/0/deck_size_select/2,deck_options/2/name,deck_options/2/faction_select/0,deck_options/2/faction_select/1,deck_options/2/faction_select/2,deck_options/2/type/0,deck_options/2/type/1,deck_requirements/card/06010/06010,deck_requirements/card/06011/06011,deck_requirements/card/06012/06012,deck_options/1/name,deck_options/1/faction_select/0,deck_options/1/faction_select/1,deck_options/1/faction_select/2,deck_options/1/type/0,deck_options/1/type/1,deck_requirements/card/06013/06013,deck_requirements/card/06014/06014,deck_requirements/card/06016/06016,deck_requirements/card/06017/06017,restrictions/investigator/06001,restrictions/investigator/06002,restrictions/investigator/06003,restrictions/investigator/06004,shroud,clues,restrictions/investigator/06005,bonded_cards/1/count,bonded_cards/1/code,bonded_cards/2/count,bonded_cards/2/code,deck_requirements/card/07006/07006,deck_requirements/card/07007/07007,deck_requirements/card/07008/07008,deck_requirements/card/07009/07009,deck_requirements/card/07010/07010,deck_requirements/card/07011/07011,deck_requirements/card/07012/98017,deck_requirements/card/07012/07012,deck_requirements/card/07013/98018,deck_requirements/card/07013/07013,deck_requirements/card/07014/98014,deck_requirements/card/07014/07014,deck_requirements/card/07015/98014,deck_requirements/card/07015/07015,deck_requirements/card/07016/98015,deck_requirements/card/07016/07016,restrictions/investigator/07001,restrictions/investigator/07002,restrictions/investigator/07003,restrictions/investigator/07004,restrictions/investigator/98013,restrictions/investigator/07005,deck_requirements/card/08002/08002,deck_requirements/card/08003/08003,deck_options/3/error,restrictions/investigator/08001,deck_requirements/card/08005/98008,deck_requirements/card/08005/08005,deck_requirements/card/08006/98009,deck_requirements/card/08006/08006,restrictions/investigator/98007,restrictions/investigator/08004,deck_requirements/card/08008/08008,deck_requirements/card/08009/08009,restrictions/investigator/08007,deck_requirements/card/08015/08015,restrictions/investigator/08010,deck_requirements/card/08017/08017,deck_requirements/card/08018/08018,restrictions/investigator/08016,faction3_code,faction3_name,deck_options/0/slot/0,deck_requirements/card/60102/60102,deck_requirements/card/60103/60103,restrictions/investigator/60101,deck_requirements/card/60202/60202,deck_requirements/card/60203/60203,restrictions/investigator/60201,deck_requirements/card/60302/60302,deck_requirements/card/60303/60303,restrictions/investigator/60301,deck_requirements/card/60402/60402,deck_requirements/card/60403/60403,restrictions/investigator/60401,deck_requirements/card/60502/60502,deck_requirements/card/60503/60503,restrictions/investigator/60501,alternate_of_code,alternate_of_name,deck_options/1/trait/1,deck_options/2/trait/1,restrictions/investigator/98016,deck_requirements/card/98020/98020,deck_requirements/card/98021/98021,restrictions/investigator/98019,deck_requirements/card/99002/99002,deck_requirements/card/99003/99003,restrictions/investigator/99001
dwl,The Dunwich Legacy,asset,Asset,,,survivor,Survivor,35,false,false,02035,Peter Sylvestre,Peter Sylvestre,"You get +1 [agility] and +1 [willpower].
[reaction] After your turn ends: Heal 1 horror from Peter Sylvestre.","You get +1 [agility] and +1 [willpower].
[reaction] After your turn ends: Heal 1 horror from Peter Sylvestre.",2,false,2,Ally,Ally. Miskatonic.,Ally. Miskatonic.,true,,false,false,https://arkhamdb.com/card/02035,Big Man on Campus,1,,,,1,3,,,,,,,,,,,,,,,,,The broad-shouldered young man exudes the sort of confidence one only finds in youth.,Arden Beckwith,,,ef1f9144-fb54-4e5c-aa1e-66fd9afe9b69,/bundles/cards/02035.png,,,,,,,,,,,,,,,,3,,Ally,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwl,The Dunwich Legacy,asset,Asset,,,neutral,Neutral,36,false,false,02036,Kukri,Kukri,"[action]: <b>Fight.</b> You get +1 [combat] for this attack. If you succeed, you may spend 1 additional action to deal +1 damage for this attack.","[action]: <b>Fight.</b> You get +1 [combat] for this attack. If you succeed, you may spend 1 additional action to deal +1 damage for this attack.",2,false,2,Hand,Item. Weapon. Melee.,Item. Weapon. Melee.,false,,false,false,https://arkhamdb.com/card/02036,,,,1,,,,,,,,,,,,,,,,,,,,,Ilich Henriquez,,,1d85aa6a-7b58-408c-b84e-5685f7e9e10a,/bundles/cards/02036.png,,,,,,,,,,,,,,,,2,,Hand,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwl,The Dunwich Legacy,treachery,Treachery,basicweakness,Basic Weakness,neutral,Neutral,37,false,false,02037,Indebted,Indebted,"Permanent.
You start each game with 2 fewer resources.","Permanent.
You start each game with 2 fewer resources.",2,false,2,,Flaw.,Flaw.,false,,true,false,https://arkhamdb.com/card/02037,,,,,,,,,,,,,,,,,,,,,,,,One man's loan is another man's treasure.,Sara Biddle,,,1ecf4d84-da04-4c69-8fac-aa11bdc4171f,/bundles/cards/02037.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwl,The Dunwich Legacy,treachery,Treachery,basicweakness,Basic Weakness,neutral,Neutral,38,false,false,02038,Internal Injury,Internal Injury,"<b>Revelation</b> - Place Internal Injury into play in your threat area.
<b>Forced</b> - At the end of your turn: Take 1 direct damage.
[action] [action]: Discard Internal Injury.","<b>Revelation</b> - Place Internal Injury into play in your threat area.
<b>Forced</b> - At the end of your turn: Take 1 direct damage.
[action] [action]: Discard Internal Injury.",2,false,2,,Injury.,Injury.,false,,false,false,https://arkhamdb.com/card/02038,,,,,,,,,,,,,,,,,,,,,,,,,Andreia Ugrai,,,ee9ed7fb-bd73-4a10-88ce-0617321ebecd,/bundles/cards/02038.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwl,The Dunwich Legacy,treachery,Treachery,basicweakness,Basic Weakness,neutral,Neutral,39,false,false,02039,Chronophobia,Chronophobia,"<b>Revelation</b> - Place Chronophobia into play in your threat area.
<b>Forced</b> - At the end of your turn: Take 1 direct horror.
[action] [action]: Discard Chronophobia.","<b>Revelation</b> - Place Chronophobia into play in your threat area.
<b>Forced</b> - At the end of your turn: Take 1 direct horror.
[action] [action]: Discard Chronophobia.",2,false,2,,Madness.,Madness.,false,,false,false,https://arkhamdb.com/card/02039,,,,,,,,,,,,,,,,,,,,,,,,,Sara Biddle,,,bd089e8f-e3f0-4fd3-9bf2-e7de8832da73,/bundles/cards/02039.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,event,Event,,,guardian,Guardian,105,false,false,02105,Emergency Aid,Emergency Aid,Choose an investigator at your location. Heal 2 damage from that investigator or from an [[Ally]] asset he or she controls.,Choose an investigator at your location. Heal 2 damage from that investigator or from an [[Ally]] asset he or she controls.,2,false,2,,Insight. Science.,Insight. Science.,false,,false,false,https://arkhamdb.com/card/02105,,,1,,1,,,,,,,,,,,,,,,,,,,,Stephen Somers,,,9f692e01-5c5b-409e-a2af-a75362ac67d7,/bundles/cards/02105.png,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,asset,Asset,,,guardian,Guardian,106,false,false,02106,Brother Xavier,Brother Xavier,"You get +1 [willpower].
Brother Xavier may be assigned damage and/or horror dealt to other investigators at your location.
[reaction] When Brother Xavier is defeated: Deal 2 damage to an enemy at your location.","You get +1 [willpower].
Brother Xavier may be assigned damage and/or horror dealt to other investigators at your location.
[reaction] When Brother Xavier is defeated: Deal 2 damage to an enemy at your location.",2,false,2,Ally,Ally. ,Ally. ,true,,false,false,https://arkhamdb.com/card/02106,Pure of Spirit,1,,,,3,3,,,,,,,,,,,,,,,,,,J. Edwin Stevens,,,ddbccff0-827e-44a9-8c28-07d5e8e3fea5,/bundles/cards/02106.png,,,,,,,,,,,,,,,,5,,Ally,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,event,Event,,,seeker,Seeker,107,false,false,02107,"""I've got a plan!""","""I've got a plan!""",<b>Fight</b>. This attack uses [intellect]. You deal +1 damage for this attack for each clue you have (max +3 damage).,<b>Fight</b>. This attack uses [intellect]. You deal +1 damage for this attack for each clue you have (max +3 damage).,2,false,2,,Insight. Tactic.,Insight. Tactic.,false,,false,false,https://arkhamdb.com/card/02107,,,1,1,,,,,,,,,,,,,,,,,,,,"""That's the worst plan I've ever heard. Well, what are we waiting for?""",Robert Laskey,,,04f8c0c9-800a-4665-b39b-e1e206a390c6,/bundles/cards/02107.png,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,asset,Asset,,,seeker,Seeker,108,false,false,02108,Pathfinder,Pathfinder,"[free]During your turn, if you are not engaged with any enemies, exhaust Pathfinder: Move to a connecting location.","[free]During your turn, if you are not engaged with any enemies, exhaust Pathfinder: Move to a connecting location.",2,false,2,,Talent.,Talent.,false,,false,false,https://arkhamdb.com/card/02108,,,,,1,,,,,,,,,,,,,,,,,,,"Searchers after horror haunt strange, far places. - H. P. Lovecraft, ""The Picture in the House""",Adam Lane,,,3d114b67-5461-4acf-9cb3-3dbd054d5975,/bundles/cards/02108.png,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,event,Event,,,rogue,Rogue,109,false,false,02109,Contraband,Contraband,Choose an asset controlled by an investigator at your location. Double the number of ammo or supply tokens on that asset.,Choose an asset controlled by an investigator at your location. Double the number of ammo or supply tokens on that asset.,2,false,2,,Supply. Illicit.,Supply. Illicit.,false,,false,false,https://arkhamdb.com/card/02109,,1,1,,,,,,,,,,,,,,,,,,,,,"It may not be legal, but it gets the job done.",Matt Bradbury,,,0d3cc006-1fd9-4ae7-9c3a-6bfe2b5280f2,/bundles/cards/02109.png,,,,,,,,,,,,,,,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,asset,Asset,,,rogue,Rogue,110,false,false,02110,Adaptable,Adaptable,"Permanent.
In between each game of a campaign, you may swap up to two level 0 cards out of your deck in exchange for an equal number of level 0 cards. (You must still follow all deckbuilding rules for your investigator).","Permanent.
In between each game of a campaign, you may swap up to two level 0 cards out of your deck in exchange for an equal number of level 0 cards. (You must still follow all deckbuilding rules for your investigator).",2,false,2,,Talent.,Talent.,false,,true,false,https://arkhamdb.com/card/02110,,,,,,,,,,,,,,,,,,,,,,,,,Jeff Lee Johnson,,,2239cccf-4500-4d7f-8f98-a1ae3a7e9ea1,/bundles/cards/02110.png,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,event,Event,,,mystic,Mystic,111,false,false,02111,Delve Too Deep,Delve Too Deep,"In player order, each investigator draws 1 card from the top of the encounter deck. Then, add Delve Too Deep to the victory display.","In player order, each investigator draws 1 card from the top of the encounter deck. Then, add Delve Too Deep to the victory display.",2,false,2,,Insight.,Insight.,false,,false,false,https://arkhamdb.com/card/02111,,,,,,,,,,,,,,,,,,,,,,,,"Some things, once seen, can't be unseen.",Jesse Mead,,,e26a0dbf-cdf7-4c32-a80a-ffee470baaae,/bundles/cards/02111.png,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,asset,Asset,,,mystic,Mystic,112,false,false,02112,Song of the Dead,Song of the Dead,"Uses (5 charges).
[action] Spend 1 charge: <b>Fight.</b> This attack uses [willpower] instead of [combat]. You get +1 [willpower] for this attack. If a [skull] symbol is revealed during this attack, this attack deals +2 damage.","Uses (5 charges).
[action] Spend 1 charge: <b>Fight.</b> This attack uses [willpower] instead of [combat]. You get +1 [willpower] for this attack. If a [skull] symbol is revealed during this attack, this attack deals +2 damage.",2,false,2,Arcane,Spell. Song.,Spell. Song.,false,,false,false,https://arkhamdb.com/card/02112,,1,,,,,,,,,,,,,,,,,,,,,,,Maggie Ivy,,,5b2a8947-2cd6-4202-a0f8-c30a0309b0f5,/bundles/cards/02112.png,,,,,,,,,,,,,,,,2,,Arcane,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,event,Event,,,survivor,Survivor,113,false,false,02113,Oops!,Oops!,"Fast. Play after you fail a skill test by 2 or less while attacking an enemy engaged with you.
Deal this attack's damage to a different enemy at your location.","Fast. Play after you fail a skill test by 2 or less while attacking an enemy engaged with you.
Deal this attack's damage to a different enemy at your location.",2,false,2,,Fortune.,Fortune.,false,,false,false,https://arkhamdb.com/card/02113,,,,2,,,,,,,,,,,,,,,,,,,,,Mariusz Gandzel,,,d1109c6d-68fc-4af1-9785-4d3f8472e92a,/bundles/cards/02113.png,,,,,,,,,,,,,,,,2,,,,,,,,0,60518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmm,The Miskatonic Museum,asset,Asset,,,survivor,Survivor,114,false,false,02114,Fire Extinguisher,Fire Extinguisher,"[action]: <b>Fight</b>. You get +1 [combat] for this attack.
[action] Exile Fire Extinguisher: <b>Evade</b>. You get +3 [agility] for this test. If you are successful, evade each other enemy engaged with you, as well.","[action]: <b>Fight</b>. You get +1 [combat] for this attack.
[action] Exile Fire Extinguisher: <b>Evade</b>. You get +3 [agility] for this test. If you are successful, evade each other enemy engaged with you, as well.",2,false,2,Hand,Item. Tool. Melee.,Item. Tool. Melee.,false,,false,false,https://arkhamdb.com/card/02114,,,,,1,,,,,,,,,,,,,,,,,,,,Marcin Jakubowski,,,dc7dabed-a93f-4a7d-92ec-73c5c4a519ef,/bundles/cards/02114.png,,,,,,,,,,,,,,,,2,,Hand,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
